Char,x,y,dis,time
0,"[ 1.  1.  0.  0.  0.  0.  0.  0.  1.  2.  7. 13. 24. 36. 44. 56. 65. 67.
 69. 69. 68. 63. 57. 48. 42. 34. 30. 27. 23. 21.]","[10. 11. 12. 14. 16. 19. 21. 22. 24. 25. 28. 29. 30. 30. 30. 28. 23. 21.
 19. 16. 13.  8.  5.  2.  1.  0.  0.  0.  2.  4.]","[107.01868996   1.           1.41421356   2.           2.
   3.           2.           1.           2.23606798   1.41421356
   5.83095189   6.08276253  11.04536102  12.           8.
  12.16552506  10.29563014   2.82842712   2.82842712   3.
   3.16227766   7.07106781   6.70820393   9.48683298   6.08276253
   8.06225775   4.           3.           4.47213595   2.82842712]","[4.0201e+04 1.7000e+01 7.0000e+00 8.0000e+00 8.0000e+00 8.0000e+00
 8.0000e+00 8.0000e+00 8.0000e+00 8.0000e+00 9.0000e+00 7.0000e+00
 8.0000e+00 8.0000e+00 8.0000e+00 9.0000e+00 7.0000e+00 8.0000e+00
 8.0000e+00 8.0000e+00 7.0000e+00 8.0000e+00 8.0000e+00 8.0000e+00
 9.0000e+00 8.0000e+00 7.0000e+00 8.0000e+00 1.0000e+01 7.0000e+00]"
0,"[22. 22. 22. 22. 23. 23. 24. 25. 27. 29. 34. 38. 47. 51. 56. 61. 63. 63.
 63. 60. 54. 47. 39. 29. 21. 16. 11.  8.  4.  3.  1.  1.  0.  0.  0.  0.
  1.]","[27. 29. 31. 33. 36. 37. 38. 40. 40. 41. 41. 41. 39. 37. 33. 27. 24. 19.
 14.  9.  5.  2.  0.  0.  0.  0.  2.  5.  7. 10. 13. 15. 16. 17. 18. 19.
 19.]","[607.07907228   2.           2.           2.           3.16227766
   1.           1.41421356   2.23606798   2.           2.23606798
   5.           4.           9.21954446   4.47213595   6.40312424
   7.81024968   3.60555128   5.           5.           5.83095189
   7.21110255   7.61577311   8.24621125  10.           8.
   5.           5.38516481   4.24264069   4.47213595   3.16227766
   3.60555128   2.           1.41421356   1.           1.
   1.           1.        ]","[621.   9.   7.   8.   8.   8.   9.   7.   8.   8.   9.   7.   8.   9.
   8.   8.   8.   8.   8.   7.   9.   7.   9.   7.   8.   7.   8.   8.
  11.   5.   8.  10.   6.   9.   8.   9.   8.]"
0,"[16. 15. 14. 13. 13. 13. 13. 13. 15. 17. 19. 27. 33. 41. 49. 57. 63. 67.
 68. 68. 68. 61. 53. 45. 33. 25. 13.  8.  2.  0.  0.  0.  0.  4.  7.]","[17. 18. 21. 24. 29. 33. 38. 44. 48. 50. 53. 55. 55. 55. 52. 48. 42. 38.
 32. 26. 20. 12.  7.  4.  1.  0.  0.  0.  2.  4.  5.  7.  9. 14. 15.]","[113.63538181   1.41421356   3.16227766   3.16227766   5.
   4.           5.           6.           4.47213595   2.82842712
   3.60555128   8.24621125   6.           8.           8.54400375
   8.94427191   8.48528137   5.65685425   6.08276253   6.
   6.          10.63014581   9.43398113   8.54400375  12.36931688
   8.06225775  12.           5.           6.32455532   2.82842712
   1.           2.           2.           6.40312424   3.16227766]","[223.   8.  10.   8.   9.   5.  10.   8.   8.   8.   8.   9.   8.   7.
   8.   8.   8.   8.   8.   8.   8.   8.   8.   8.   8.   8.   8.  10.
   6.   8.   8.   9.   7.  10.   8.]"
0,"[17. 15. 13. 12. 11. 10. 10. 10. 10. 10. 12. 14. 16. 21. 28. 32. 40. 45.
 51. 53. 54. 54. 51. 47. 41. 32. 25. 17.  9.  4.  2.  1.  0.  0.]","[10. 11. 13. 15. 17. 20. 22. 25. 28. 30. 32. 34. 35. 36. 36. 36. 35. 33.
 28. 26. 23. 18. 14. 10.  6.  3.  1.  0.  0.  0.  0.  1.  3.  4.]","[138.03260484   2.23606798   2.82842712   2.23606798   2.23606798
   3.16227766   2.           3.           3.           2.
   2.82842712   2.82842712   2.23606798   5.09901951   7.
   4.           8.06225775   5.38516481   7.81024968   2.82842712
   3.16227766   5.           5.           5.65685425   7.21110255
   9.48683298   7.28010989   8.06225775   8.           5.
   2.           1.41421356   2.23606798   1.        ]","[200.   8.   8.   8.   8.   8.   8.   8.   8.   8.   9.   8.  10.   7.
   8.   7.   9.   8.   8.   9.   7.   9.   7.   8.   8.   9.   7.   8.
   9.   7.   9.   7.   8.   8.]"
0,"[ 0.  1.  2.  4.  6.  9. 15. 20. 27. 36. 45. 53. 58. 63. 66. 66. 65. 62.
 56. 50. 41. 34. 28. 24. 21. 19. 17. 16. 16.]","[ 8. 11. 15. 19. 24. 27. 31. 33. 35. 35. 35. 34. 32. 28. 24. 21. 16. 13.
  9.  6.  2.  1.  0.  0.  0.  0.  1.  2.  3.]","[78.16009212  3.16227766  4.12310563  4.47213595  5.38516481  4.24264069
  7.21110255  5.38516481  7.28010989  9.          9.          8.06225775
  5.38516481  6.40312424  5.          3.          5.09901951  4.24264069
  7.21110255  6.70820393  9.8488578   7.07106781  6.08276253  4.
  3.          2.          2.23606798  1.41421356  1.        ]","[226.   8.   8.   8.   8.   8.   8.   8.   8.   9.   8.   7.   8.   8.
   9.   7.   8.   8.   7.   8.   8.   8.   8.  11.   6.   7.  10.   7.
  18.]"
0,"[ 8.  5.  3.  2.  1.  1.  0.  0.  0.  0.  0.  1.  3.  9. 18. 27. 38. 46.
 53. 60. 63. 66. 67. 67. 63. 58. 48. 40. 30. 21. 17. 14. 12. 12. 12. 13.]","[ 5.  5.  5.  5.  6.  7.  9. 11. 14. 18. 20. 24. 27. 31. 34. 35. 35. 35.
 34. 32. 30. 26. 23. 18. 13.  9.  5.  3.  0.  0.  0.  2.  3.  6.  9. 12.]","[114.03946685   3.           2.           1.           1.41421356
   1.           2.23606798   2.           3.           4.
   2.           4.12310563   3.60555128   7.21110255   9.48683298
   9.05538514  11.           8.           7.07106781   7.28010989
   3.60555128   5.           3.16227766   5.           6.40312424
   6.40312424  10.77032961   8.24621125  10.44030651   9.
   4.           3.60555128   2.23606798   3.           3.
   3.16227766]","[175.   8.   9.   8.   7.  11.   5.   9.   9.   6.  10.   9.   7.   9.
   7.   9.   7.   8.   8.   7.   9.   7.   9.   8.   9.   7.   8.   8.
   9.   7.   9.   7.   8.   8.   8.   9.]"
0,"[24. 23. 22. 22. 22. 22. 22. 22. 23. 24. 29. 32. 37. 42. 45. 47. 48. 49.
 49. 48. 44. 38. 32. 24. 17. 11.  6.  4.  2.  1.  0.  0.  0.  1.  3.  7.
 12. 23. 33. 43. 53. 64.]","[12. 12. 14. 17. 19. 21. 23. 25. 27. 29. 32. 32. 33. 33. 33. 32. 30. 27.
 24. 16. 12.  8.  4.  1.  0.  0.  0.  0.  1.  2.  3.  6.  8. 12. 14. 18.
 21. 24. 25. 26. 26. 26.]","[101.24228366   1.           2.23606798   3.           2.
   2.           2.           2.           2.23606798   2.23606798
   5.83095189   3.           5.09901951   5.           3.
   2.23606798   2.23606798   3.16227766   3.           8.06225775
   5.65685425   7.21110255   7.21110255   8.54400375   7.07106781
   6.           5.           2.           2.23606798   1.41421356
   1.41421356   3.           2.           4.12310563   2.82842712
   5.65685425   5.83095189  11.40175425  10.04987562  10.04987562
  10.          11.        ]","[169.  16.   8.   9.   7.   8.   8.   8.   9.   7.   9.   7.   9.   7.
   8.   8.   9.   7.   8.  10.   6.   8.  10.   8.   8.   8.   9.   7.
   9.   8.   7.   8.   8.   8.   7.   9.   7.   8.   8.   8.   8.  10.]"
0,"[ 0.  0.  0.  0.  0.  0.  0.  2.  5.  8. 19. 26. 41. 49. 56. 65. 67. 67.
 67. 64. 58. 48. 40. 28. 20. 14.  8.  6.  4.  3.  2.]","[13. 15. 17. 20. 22. 24. 27. 29. 32. 33. 35. 35. 35. 33. 29. 24. 21. 17.
 13. 10.  6.  3.  2.  0.  0.  1.  4.  6.  8. 10. 11.]","[36.89173349  2.          2.          3.          2.          2.
  3.          2.82842712  4.24264069  3.16227766 11.18033989  7.
 15.          8.24621125  8.06225775 10.29563014  3.60555128  4.
  4.          4.24264069  7.21110255 10.44030651  8.06225775 12.16552506
  8.          6.08276253  6.70820393  2.82842712  2.82842712  2.23606798
  1.41421356]","[143.  15.  10.   8.   8.   8.   9.   7.   8.   7.   8.   8.   8.   8.
   8.   9.   8.   7.   9.   8.   8.   8.   7.   9.   8.   8.   9.   7.
   8.   9.   7.]"
0,"[ 7.81063924  7.55868314  7.30672703  7.30672703  7.05477093  6.80281482
  6.55085872  6.29890261  5.7949904   5.29107819  4.78716599  4.28325378
  4.03129767  3.52738546  3.02347325  2.26760494  1.76369273  1.51173663
  1.00782442  0.50391221  0.2519561   0.2519561   0.          0.
  0.          0.          0.2519561   0.53422568  0.2519561   0.53422568
  0.50391221  0.53422568  1.00782442  0.53422568  1.76369273  1.53422568
  3.02347325  2.53422568  4.53520988  4.53422568  6.29890261  6.53422568
  8.06259534  8.53422568 10.33020029 10.53422568 12.59780523 12.53422568
 14.61345406 14.53422568 17.13301511 17.53422568 19.40062005 19.53422568
 21.66822499 21.53422568 23.68387383 23.53422568 25.69952266 25.53422568
 27.7151715  27.53422568 29.47886423 29.53422568 31.24255696 31.53422568
 32.75429359 32.53422568 34.01407411 33.53422568 35.27385463 35.53422568
 36.02972295 35.53422568 36.53363516 36.53422568 36.53363516 36.53422568
 36.53363516 36.53422568 36.02972295 35.53422568 35.52581074 35.53422568
 34.76994242 34.53422568 33.5101619  33.53422568 31.99842527 31.53422568
 30.48668865 30.53422568 28.47103981 28.53422568 26.45539097 26.53422568
 24.18778603 24.53422568 21.92018109 21.53422568 19.40062005 19.53422568
 17.13301511 17.53422568 14.61345406 14.53422568 12.59780523 12.53422568
 10.58215639 10.53422568  8.81846366  8.53422568  7.30672703  7.53422568
  6.04694651  6.53422568  5.03912209  5.53422568  4.28325378  4.53422568
  4.03129767  3.53422568  4.03129767  3.53422568  4.03129767  3.53422568
  4.28325378  4.53422568  5.03912209  5.53422568  6.04694651  6.53422568]","[ 3.01527439  2.50507834  2.07991497  1.73978427  1.48468625  1.22958822
  1.14455555  1.05952287  1.05952287  1.14455555  1.3146209   1.65475159
  2.07991497  2.67514369  3.35540509  4.20573183  5.14109125  6.3315487
  7.60703882  9.22265963 11.0083458  13.04912999 15.43004488 18.32115581
 21.7224628  25.63396583 29.88559956 30.         34.47736399 34.
 38.98409574 39.         43.66089284 44.         47.99755925 48.
 52.1641603  52.         55.90559798 56.         59.22187229 59.
 62.02795056 62.         64.32383277 64.         66.10951894 66.
 67.29997638 67.         67.98023778 68.         67.98023778 68.
 67.38500905 67.         66.27958428 66.         64.66396347 65.
 62.45311393 62.         59.98716636 60.         56.92599008 57.
 53.5246831  54.         49.86827809 50.         45.87174238 46.
 41.70514133 42.         37.36847492 37.         32.86174317 33.
 28.35501142 28.         23.84827966 24.         19.59664593 20.
 15.60011023 16.         11.94370522 12.          8.79749626  9.
  5.991418    6.          3.78056846  4.          2.16494764  2.
  1.05952287  1.          0.46429415  0.          0.46429415  0.
  0.71939217  1.          1.48468625  1.          2.50507834  3.
  3.78056846  4.          5.3111566   5.          7.18187544  7.
  9.22265963  9.         11.51854185 12.         13.89945674 14.
 16.28037162 16.         18.66128651 19.         21.12723408 21.
 23.25305094 23.         25.03873711 25.         26.48429258 26.        ]","[0.         0.56901835 0.49421227 0.3401307  0.3585483  0.3585483
 0.2659181  0.2659181  0.50391221 0.51103627 0.53183619 0.60796086
 0.49421227 0.77988765 0.84657137 1.13771371 1.06246165 1.21682817
 1.37142355 1.69238239 1.80337377 2.04078419 2.39420918 2.89111094
 3.40130698 3.91150303 4.25909277 0.30457113 4.48625282 0.55457415
 4.98418792 0.03423232 4.68489251 0.58248556 4.18235211 0.22948003
 4.42245287 0.51605406 4.38835201 0.09440715 3.67349231 0.32342582
 3.39181344 0.47245783 2.93695821 0.38274538 2.95100503 0.12663631
 2.45216828 0.31026274 2.77751194 0.40169698 1.86649899 0.13505928
 2.22084824 0.40766136 2.26715371 0.31711503 2.54430828 0.37449118
 3.35308117 0.48790739 2.79877086 0.0568295  3.51680718 0.30091213
 3.68325852 0.52379008 4.38874439 0.49759942 4.47982364 0.29024661
 4.32334692 0.57659273 4.73812662 0.3684754  4.13825687 0.13825809
 4.64498862 0.35501191 4.18226072 0.51820518 4.40336211 0.40344184
 4.46577641 0.464192   4.18356713 0.06122228 3.55171974 0.50644746
 3.18573374 0.04830549 3.03028254 0.22834766 2.77289936 0.18281858
 2.52789957 0.35151586 2.66837213 0.60376373 2.18353888 0.4831351
 2.50665859 0.48960257 2.96071403 0.49111902 2.45254663 0.49898879
 2.10234669 0.22460533 2.15939134 0.42143761 2.50346427 0.2912633
 2.67436257 0.53574089 2.92888849 0.69060084 2.27439367 0.27036243
 2.33517265 0.57069152 2.70730982 0.60150428 2.1845378  0.51309753
 2.37429603 0.356401   2.10032602 0.49661668 1.57035254 0.68700821]","[0. 4. 4. 4. 4. 4. 4. 4. 6. 4. 4. 5. 4. 3. 4. 4. 5. 3. 4. 7. 3. 5. 3. 4.
 4. 4. 6. 0. 2. 0. 4. 1. 4. 0. 6. 0. 4. 0. 4. 0. 4. 0. 4. 0. 4. 0. 4. 0.
 3. 0. 5. 0. 4. 0. 4. 0. 4. 0. 6. 0. 3. 0. 5. 0. 4. 0. 4. 0. 4. 0. 4. 0.
 5. 0. 3. 0. 4. 0. 4. 0. 4. 0. 6. 0. 3. 0. 5. 0. 4. 0. 4. 0. 3. 0. 4. 0.
 5. 0. 4. 0. 3. 0. 4. 0. 4. 0. 5. 0. 4. 0. 7. 0. 3. 0. 4. 0. 4. 0. 4. 0.
 4. 0. 4. 0. 4. 0. 4. 0. 4. 0. 4. 0.]"
0,"[1.28913931e+01 1.21355248e+01 1.18835687e+01 1.13796565e+01
 1.13796565e+01 1.16316126e+01 1.21355248e+01 1.20000000e+01
 1.28913931e+01 1.30000000e+01 1.38992176e+01 1.40000000e+01
 1.51589981e+01 1.50000000e+01 1.66707347e+01 1.70000000e+01
 1.89383396e+01 1.90000000e+01 2.09539885e+01 2.10000000e+01
 2.34735495e+01 2.30000000e+01 2.62450667e+01 2.60000000e+01
 2.90165838e+01 2.90000000e+01 3.22920132e+01 3.20000000e+01
 3.53154864e+01 3.50000000e+01 3.83389597e+01 3.80000000e+01
 4.13624330e+01 4.10000000e+01 4.41339501e+01 4.40000000e+01
 4.66535111e+01 4.70000000e+01 4.89211161e+01 4.90000000e+01
 5.04328527e+01 5.00000000e+01 5.16926332e+01 5.20000000e+01
 5.24485016e+01 5.20000000e+01 5.24485016e+01 5.20000000e+01
 5.21965454e+01 5.20000000e+01 5.14406771e+01 5.10000000e+01
 5.01808966e+01 5.00000000e+01 4.84172039e+01 4.80000000e+01
 4.64015550e+01 4.60000000e+01 4.38819940e+01 4.40000000e+01
 4.08585207e+01 4.10000000e+01 3.73311353e+01 3.70000000e+01
 3.40557059e+01 3.40000000e+01 3.02763644e+01 3.00000000e+01
 2.64970228e+01 2.60000000e+01 2.27176812e+01 2.30000000e+01
 1.89383396e+01 1.90000000e+01 1.51589981e+01 1.50000000e+01
 1.18835687e+01 1.20000000e+01 8.60813936e+00 9.00000000e+00
 5.58466611e+00 6.00000000e+00 3.31706117e+00 3.00000000e+00
 1.55336844e+00 2.00000000e+00 2.93587914e-01 0.00000000e+00
 4.16318095e-02 0.00000000e+00 2.93587914e-01 0.00000000e+00
 1.04945623e+00 1.00000000e+00 2.56119285e+00 3.00000000e+00
 4.32488559e+00 4.00000000e+00 6.59249053e+00 7.00000000e+00]","[28.40233053 31.80363751 35.37500984 39.03141485 42.68781986 46.25919219
 49.5754665  50.         52.55161011 53.         55.18762302 55.
 57.39847256 57.         59.18415873 59.         60.37461617 60.
 61.05487757 61.         61.13991024 61.         60.54468152 61.
 59.2691914  59.         57.31343989 57.         54.76245965 55.
 51.70128336 52.         48.21494371 48.         44.47350602 44.
 40.47697032 40.         36.22533659 36.         31.88867018 32.
 27.4669711  27.         23.21533738 23.         19.04873632 19.
 15.13723329 15.         11.56586096 12.          8.50468467  9.
  5.86867176  6.          3.74285489  4.          2.12723408  2.
  0.93677663  1.          0.34154791  0.          0.34154791  0.
  0.85174396  1.          1.87213605  2.          3.48775687  3.
  5.61357373  6.          8.16455397  8.         11.05566491 11.
 14.28690654 14.         17.68821353 18.         21.17455318 21.
 24.66089284 25.         28.06219983 28.         31.37847414 31.
 34.5246831  35.         37.41579403 37.         40.22187229 40.
 42.68781986 43.         44.81363672 45.        ]","[1.46463564e+02 3.48428272e+00 3.58024890e+00 3.69096533e+00
 3.65640501e+00 3.58024890e+00 3.35434089e+00 4.45640744e-01
 2.70283109e+00 4.61355550e-01 2.36522445e+00 2.12977696e-01
 2.66382191e+00 4.29023043e-01 2.74989160e+00 3.77266576e-01
 2.37628496e+00 3.79656786e-01 2.22054896e+00 7.16142938e-02
 2.47750321e+00 4.93785412e-01 3.27685408e+00 5.17080840e-01
 3.47785514e+00 2.69701751e-01 3.69889657e+00 4.28387984e-01
 3.99987964e+00 3.94914059e-01 4.69363221e+00 4.51802285e-01
 5.06286544e+00 4.21376839e-01 4.71781761e+00 4.92087983e-01
 4.41053960e+00 5.89538132e-01 4.23541862e+00 2.38745156e-01
 4.35386033e+00 4.46940488e-01 4.83873519e+00 5.59049497e-01
 3.81114482e+00 4.97517664e-01 3.97663656e+00 4.51141740e-01
 3.86776380e+00 2.39714596e-01 3.47938975e+00 6.18605726e-01
 3.59000830e+00 5.27314763e-01 3.50862653e+00 4.37385622e-01
 2.76581458e+00 4.76833364e-01 2.82722508e+00 1.73533648e-01
 3.31652467e+00 1.54963140e-01 3.72748273e+00 4.75715826e-01
 2.96403823e+00 3.46060868e-01 3.81980761e+00 3.13619370e-01
 3.60991283e+00 5.13206428e-01 3.60375320e+00 5.63569569e-01
 4.82989156e+00 3.91314781e-01 4.40892160e+00 2.28819578e-01
 4.36454258e+00 1.29053572e-01 4.72318465e+00 4.85664620e-01
 5.02667132e+00 5.19339047e-01 4.15643461e+00 3.61934523e-01
 3.93635355e+00 5.60779295e-01 3.50555416e+00 3.00104451e-01
 3.37873063e+00 3.80756982e-01 3.53688914e+00 5.58677029e-01
 2.63389810e+00 4.18724964e-01 3.58019332e+00 4.91710306e-01
 2.99661432e+00 4.50563077e-01 3.16390349e+00 4.48101821e-01]","[414.   4.   4.   4.   5.   4.   6.   0.   3.   0.   4.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.   6.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.
   4.   0.   6.   0.   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.   4.   0.   6.   0.
   4.   0.   4.   0.   5.   0.   4.   0.   3.   0.   4.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   6.   0.   4.   0.   4.   0.   4.   0.
   4.   0.]"
0,"[17.63692732 17.38497121 17.13301511 16.6291029  16.12519069 15.62127848
 15.36932238 14.86541017 14.36149796 14.10954185 13.85758575 14.2494956
 13.85758575 14.2494956  13.85758575 14.2494956  14.10954185 14.2494956
 14.36149796 14.2494956  15.11736627 15.2494956  15.87323458 16.2494956
 16.881059   17.2494956  17.88888342 18.2494956  19.40062005 19.2494956
 20.91235668 21.2494956  22.67604941 22.2494956  24.69169824 24.2494956
 26.70734708 26.2494956  28.72299592 28.2494956  30.99060086 31.2494956
 33.00624969 33.2494956  35.52581074 35.2494956  37.54145957 37.2494956
 39.55710841 39.2494956  41.57275725 41.2494956  43.58840608 43.2494956
 45.10014271 45.2494956  46.35992323 46.2494956  47.36774765 47.2494956
 47.61970375 47.2494956  47.61970375 47.2494956  46.86383544 47.2494956
 45.85601102 46.2494956  44.09231829 44.2494956  42.07666946 42.2494956
 39.80906451 40.2494956  37.03754736 37.2494956  33.76211801 34.2494956
 30.48668865 30.2494956  26.70734708 26.2494956  23.17996162 23.2494956
 19.65257615 19.2494956  16.37714679 16.2494956  13.10171744 13.2494956
 10.07824418 10.2494956   7.55868314  7.2494956   5.03912209  5.2494956
  3.02347325  3.2494956   1.76369273  2.2494956   0.50391221  0.2494956
  0.          0.2494956   0.2519561   0.2494956   0.75586831  1.2494956
  1.76369273  2.2494956   3.02347325  3.2494956   4.53520988  4.2494956
  6.55085872  6.2494956 ]","[ 0.          0.85032675  1.87071884  3.23124163  4.93189513  6.97267932
  9.35359421 12.24470514 15.30588143 18.79222108 22.44862609 22.06975829
 26.36012912 26.06975829 30.35666483 30.06975829 34.43823321 34.06975829
 38.43476892 38.06975829 42.43130462 42.06975829 46.1727423  46.06975829
 49.74411464 50.06975829 52.8903236  53.06975829 55.69640186 56.06975829
 58.16234942 58.06975829 60.03306826 60.06975829 61.47862373 61.06975829
 62.32895048 62.06975829 62.5840485  63.06975829 62.32895048 62.06975829
 61.39359106 61.06975829 59.94803559 60.06975829 57.9072514  58.06975829
 55.35627116 55.06975829 52.38012755 52.06975829 48.97882057 49.06975829
 45.06731753 45.06975829 40.98574915 41.06975829 36.56405007 36.06975829
 32.142351   32.06975829 27.72065192 28.06975829 23.55405086 23.06975829
 19.72758051 20.06975829 16.32627352 16.06975829 13.35012991 13.06975829
 10.88418235 11.06975829  8.92843083  9.06975829  7.48287536  7.06975829
  6.54751594  6.06975829  6.12235257  6.06975829  6.20738525  6.06975829
  6.71758129  7.06975829  7.82300606  8.06975829  9.35359421  9.06975829
 11.22431305 11.06975829 13.60522793 14.06975829 16.32627352 16.06975829
 19.47248248 19.06975829 22.78875679 23.06975829 26.27509645 26.06975829
 29.76143611 30.06975829 33.33280844 33.06975829 36.90418077 37.06975829
 40.47555311 40.06975829 43.87686009 44.06975829 47.1931344  47.06975829
 50.08424534 50.06975829]","[1.77240776e+02 8.86869468e-01 1.05103849e+00 1.45084451e+00
 1.77373894e+00 2.10207698e+00 2.39420918e+00 2.93469759e+00
 3.10237454e+00 3.49543218e+00 3.66507564e+00 5.45100121e-01
 4.30823343e+00 4.87758702e-01 4.30478351e+00 4.85704326e-01
 4.37071621e+00 3.94158368e-01 4.36644733e+00 3.81807921e-01
 4.44705362e+00 3.84933644e-01 4.15012387e+00 3.90100059e-01
 3.72823912e+00 4.91720764e-01 2.89212819e+00 4.02787721e-01
 2.86781170e+00 4.02782352e-01 2.67283457e+00 3.49622325e-01
 2.42685843e+00 4.28128850e-01 2.81944243e+00 6.02257530e-01
 2.76162975e+00 5.26126004e-01 2.52640026e+00 6.78318914e-01
 2.83944612e+00 3.66342841e-01 1.88238866e+00 4.05013866e-01
 2.53769037e+00 3.01937863e-01 3.15111646e+00 3.34142864e-01
 3.56203443e+00 4.20375154e-01 3.55410442e+00 4.48137450e-01
 3.87613187e+00 3.50898828e-01 4.40958351e+00 1.49372828e-01
 4.23227836e+00 1.38750846e-01 4.64240177e+00 5.08240022e-01
 3.94481712e+00 3.77258244e-01 4.36483451e+00 5.08850998e-01
 4.53214599e+00 6.19090505e-01 3.62104289e+00 5.21455408e-01
 4.32054303e+00 3.00840108e-01 3.48102743e+00 3.29358653e-01
 3.27604122e+00 4.77930922e-01 3.86029723e+00 2.54745956e-01
 3.83144879e+00 6.38907376e-01 3.79887525e+00 5.33397528e-01
 3.54253896e+00 4.60862387e-01 3.07261778e+00 1.54195182e-01
 3.65479194e+00 5.35259349e-01 2.96947299e+00 2.77815566e-01
 3.39952085e+00 3.20001896e-01 3.83391989e+00 2.30682077e-01
 3.69717163e+00 5.58019160e-01 3.15873583e+00 3.31748515e-01
 4.06616618e+00 4.61814764e-01 4.00481710e+00 5.61218552e-01
 3.64982932e+00 3.26942769e-01 3.70009908e+00 3.96624027e-01
 3.26305108e+00 2.63061661e-01 3.86771368e+00 5.20657091e-01
 3.44439212e+00 6.32988039e-01 3.88497948e+00 2.97146114e-01
 3.37765297e+00 3.11214264e-01 3.79254590e+00 3.01711130e-01]","[342.   6.   3.   5.   3.   4.   4.   4.   4.   4.   4.   0.   4.   0.
   6.   0.   4.   0.   4.   0.   4.   0.   3.   1.   4.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   4.   0.   5.   0.   4.   0.   4.   0.
   4.   0.   3.   1.   4.   0.   4.   0.   4.   0.   4.   0.   4.   1.
   4.   0.   3.   0.   6.   1.   3.   0.   4.   0.   3.   0.   4.   0.
   4.   0.   4.   0.   5.   0.   4.   0.   4.   0.   3.   0.   6.   0.
   4.   0.   4.   0.   4.   0.   3.   0.   5.   0.   4.   0.   4.   0.
   4.   0.   4.   0.   4.   0.   6.   0.   4.   0.   5.   0.   3.   0.
   4.   0.   4.   0.]"
